Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Kareem Abdul-Jabbar,C,40,80,2308,480,903,0.532,0,1,0.0,480,902,0.532,0.532,205,269,0.762,118,360,478,135,48,92,159,216,1165,15.8,0.57,0.001,0.298,6.1,16.9,11.7,8.4,1.0,2.2,13.5,21.4,2.6,2.7,5.3,0.111,-0.1,0.1,0.0,1.2,0,0.0,OOR,1988
Mark Acres,C,25,79,1151,108,203,0.532,0,0,0.0,108,203,0.532,0.532,71,111,0.64,105,165,270,42,29,27,54,198,287,9.3,0.57,0.0,0.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,1.1,1.0,2.2,0.09,-2.6,-0.2,-2.8,-0.2,0,0.0,OOR,1988
Alvan Adams,C,33,82,1646,251,506,0.496,1,2,0.5,250,504,0.496,0.497,108,128,0.844,118,247,365,183,82,41,140,245,611,13.1,0.543,0.004,0.253,8.0,17.0,12.5,14.9,2.4,1.4,19.9,17.4,0.6,1.6,2.2,0.064,-1.5,1.0,-0.5,0.6,0,0.0,OOR,1988
Michael Adams,PG,25,82,2778,416,927,0.449,139,379,0.367,277,548,0.505,0.524,166,199,0.834,40,183,223,503,168,16,144,138,1137,15.6,0.56,0.409,0.215,1.5,7.2,4.2,22.5,2.8,0.3,12.4,16.2,4.4,3.2,7.5,0.13,1.5,0.9,2.5,3.1,0,0.001,Candidate,1988
Mark Aguirre,SF,28,77,2610,746,1571,0.475,52,172,0.302,694,1399,0.496,0.491,388,504,0.77,182,252,434,278,70,57,203,223,1932,21.9,0.539,0.109,0.321,7.7,10.3,9.0,18.4,1.3,1.3,10.2,31.6,6.5,2.3,8.8,0.163,4.6,-0.8,3.8,3.9,0,0.001,Candidate,1988
Danny Ainge,SG,28,81,3018,482,982,0.491,148,357,0.415,334,625,0.534,0.566,158,180,0.878,59,190,249,503,115,17,153,203,1270,15.9,0.598,0.364,0.183,2.5,7.0,4.9,22.2,1.9,0.3,12.6,17.3,6.7,1.9,8.6,0.136,2.7,-0.3,2.4,3.3,0,0.0,OOR,1988
Mark Alarie,PF,24,63,769,144,300,0.48,4,18,0.222,140,282,0.496,0.487,35,49,0.714,70,90,160,39,10,12,50,107,327,11.6,0.508,0.06,0.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,0.3,0.6,0.9,0.058,-1.9,-1.3,-3.2,-0.2,0,0.0,OOR,1988
Steve Alford,PG,23,28,197,21,55,0.382,1,8,0.125,20,47,0.426,0.391,16,17,0.941,3,20,23,23,17,3,12,23,59,11.6,0.472,0.145,0.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,0.0,0.3,0.3,0.082,-4.1,3.1,-1.1,0.0,0,0.0,OOR,1988
Greg Anderson,PF,23,82,1984,379,756,0.501,1,5,0.2,378,751,0.503,0.502,198,328,0.604,161,352,513,79,54,122,143,228,957,14.7,0.531,0.007,0.434,8.7,19.4,14.0,5.3,1.3,3.4,13.7,20.8,0.8,1.5,2.3,0.056,-1.6,-1.1,-2.7,-0.4,0,0.0,OOR,1988
Richard Anderson,PF,27,74,1350,171,439,0.39,48,150,0.32,123,289,0.426,0.444,58,77,0.753,91,212,303,112,51,16,61,137,448,11.1,0.474,0.342,0.175,7.3,17.0,12.1,10.4,1.8,0.7,11.4,15.6,0.7,1.6,2.3,0.082,-0.7,0.1,-0.6,0.5,0,0.0,OOR,1988
Ron Anderson,SF,29,74,1097,217,436,0.498,0,2,0.0,217,434,0.5,0.498,108,141,0.766,89,127,216,78,41,6,73,98,542,16.2,0.544,0.005,0.323,8.9,12.6,10.8,10.5,1.8,0.3,12.8,22.0,1.3,1.2,2.5,0.108,0.9,-0.3,0.6,0.7,0,0.0,OOR,1988
Joe Arlauckas,SF,22,9,85,14,43,0.326,0,0,0.0,14,43,0.326,0.326,6,8,0.75,6,7,13,8,3,4,4,16,34,7.9,0.365,0.0,0.186,7.6,9.0,8.3,13.3,1.7,2.6,7.9,24.0,-0.1,0.1,-0.1,-0.045,-5.1,-1.7,-6.8,-0.1,0,0.0,OOR,1988
Vincent Askew,SG,21,14,234,22,74,0.297,0,0,0.0,22,74,0.297,0.297,8,11,0.727,6,16,22,33,10,6,12,12,52,7.1,0.33,0.0,0.149,3.0,8.0,5.5,19.8,2.1,1.5,13.2,16.4,-0.4,0.2,-0.2,-0.043,-3.3,0.5,-2.8,0.0,0,0.0,OOR,1988
John Bagley,PG,27,82,2774,393,896,0.439,47,161,0.292,346,735,0.471,0.465,148,180,0.822,61,196,257,479,110,10,201,162,981,12.4,0.503,0.18,0.201,2.5,8.5,5.4,25.8,1.9,0.2,17.1,17.9,0.8,1.7,2.6,0.044,-0.7,-0.7,-1.4,0.4,0,0.0,OOR,1988
James Bailey,PF,30,65,869,109,241,0.452,0,4,0.0,109,237,0.46,0.452,70,89,0.787,73,137,210,42,17,28,70,180,288,8.3,0.514,0.017,0.369,9.4,17.9,13.6,6.2,0.9,1.9,20.0,16.4,-0.2,0.6,0.4,0.023,-5.1,-0.7,-5.7,-0.8,0,0.0,OOR,1988
Thurl Bailey,SF,26,82,2804,633,1286,0.492,1,3,0.333,632,1283,0.493,0.493,337,408,0.826,134,397,531,158,49,125,190,186,1604,16.3,0.547,0.002,0.317,5.4,14.6,10.2,8.6,0.8,2.6,11.5,24.2,2.7,4.1,6.8,0.116,0.3,-0.1,0.2,1.6,0,0.0,OOR,1988
Charles Barkley,PF,24,80,3170,753,1283,0.587,44,157,0.28,709,1126,0.63,0.604,714,951,0.751,385,566,951,254,100,103,304,278,2264,27.6,0.665,0.122,0.741,14.0,20.8,17.4,14.1,1.6,1.9,15.2,26.7,13.4,3.3,16.7,0.253,7.3,0.1,7.4,7.5,1,0.136,Candidate,1988
John Battle,SG,25,67,1227,278,613,0.454,16,41,0.39,262,572,0.458,0.467,141,188,0.75,26,87,113,158,31,5,75,84,713,16.3,0.512,0.067,0.307,2.3,7.9,5.1,20.0,1.3,0.2,9.7,26.4,1.5,0.8,2.3,0.092,1.4,-1.0,0.4,0.7,0,0.0,OOR,1988
William Bedford,C,24,38,298,44,101,0.436,0,0,0.0,44,101,0.436,0.436,13,23,0.565,27,38,65,4,8,17,19,47,101,9.0,0.454,0.0,0.228,10.4,13.9,12.2,1.8,1.3,3.3,14.6,18.2,-0.2,0.5,0.2,0.039,-4.4,0.6,-3.8,-0.1,0,0.0,OOR,1988
Benoit Benjamin,C,23,66,2171,340,693,0.491,0,8,0.0,340,685,0.496,0.491,180,255,0.706,112,418,530,172,50,225,223,203,860,14.1,0.534,0.012,0.368,5.3,21.2,13.0,12.2,1.1,5.9,21.7,19.3,-1.4,3.5,2.0,0.045,-2.8,2.8,-0.1,1.0,0,0.0,OOR,1988
Kent Benson,C,33,2,12,2,2,1.0,0,0,0.0,2,2,1.0,1.0,1,2,0.5,0,1,1,0,1,1,2,2,5,11.8,0.868,0.0,1.0,0.0,9.6,4.9,0.0,4.1,4.9,41.0,17.4,0.0,0.0,0.0,0.015,-6.3,2.4,-3.9,0.0,0,0.0,OOR,1988
Walter Berry,SF,23,73,1922,540,960,0.563,0,0,0.0,540,960,0.563,0.563,192,320,0.6,176,219,395,110,55,63,162,207,1272,18.8,0.578,0.0,0.333,9.8,12.4,11.1,8.7,1.3,1.8,12.8,25.9,2.7,0.7,3.4,0.086,1.6,-2.0,-0.4,0.8,0,0.0,OOR,1988
Larry Bird,SF,31,76,2965,881,1672,0.527,98,237,0.414,783,1435,0.546,0.556,415,453,0.916,108,595,703,467,125,57,213,157,2275,27.8,0.608,0.142,0.271,4.6,22.3,14.0,25.7,2.1,1.1,10.2,30.2,11.2,3.8,15.0,0.243,7.8,1.0,8.8,8.1,16,0.659,Candidate,1988
Otis Birdsong,SG,32,67,1882,337,736,0.458,9,25,0.36,328,711,0.461,0.464,47,92,0.511,73,94,167,222,54,11,129,143,730,10.4,0.47,0.034,0.125,4.3,6.0,5.1,18.7,1.4,0.4,14.2,20.3,-0.9,0.8,-0.1,-0.003,-2.0,-1.4,-3.4,-0.7,0,0.0,OOR,1988
Uwe Blab,C,25,73,658,58,132,0.439,0,0,0.0,58,132,0.439,0.439,46,65,0.708,52,82,134,35,8,29,49,108,162,7.4,0.504,0.0,0.492,8.7,13.3,11.1,6.9,0.6,2.5,23.4,13.2,-0.1,0.6,0.5,0.036,-4.7,0.3,-4.5,-0.4,0,0.0,OOR,1988
Rolando Blackman,SG,28,71,2580,497,1050,0.473,0,5,0.0,497,1045,0.476,0.473,331,379,0.873,82,164,246,262,64,18,144,112,1325,16.0,0.544,0.005,0.361,3.5,6.8,5.2,15.1,1.2,0.4,10.6,21.8,5.1,1.6,6.8,0.126,1.0,-0.8,0.2,1.4,0,0.0,OOR,1988
Nate Blackwell,PG,22,10,112,15,41,0.366,2,11,0.182,13,30,0.433,0.39,5,6,0.833,2,4,6,18,3,0,8,16,37,6.1,0.424,0.268,0.146,1.9,3.9,2.9,20.0,1.2,0.0,15.5,18.2,-0.1,0.0,-0.1,-0.045,-4.6,-2.6,-7.2,-0.1,0,0.0,OOR,1988
Muggsy Bogues,PG,23,79,1628,166,426,0.39,3,16,0.188,163,410,0.398,0.393,58,74,0.784,35,101,136,404,127,3,101,138,393,12.7,0.429,0.038,0.174,2.4,7.0,4.7,33.5,3.8,0.1,18.0,14.2,0.2,2.1,2.3,0.066,-1.0,1.9,0.9,1.2,0,0.0,OOR,1988
Manute Bol,C,25,77,1136,75,165,0.455,0,1,0.0,75,164,0.457,0.455,26,49,0.531,72,203,275,13,11,208,35,160,176,10.8,0.472,0.006,0.297,7.0,20.2,13.5,1.5,0.5,10.6,15.8,8.0,-0.1,2.1,2.0,0.085,-3.4,4.5,1.1,0.9,0,0.0,OOR,1988
Dudley Bradley,SG,30,65,1437,156,365,0.427,37,102,0.363,119,263,0.452,0.478,74,97,0.763,25,102,127,151,114,43,88,172,423,11.4,0.519,0.279,0.266,1.9,8.5,5.1,15.0,3.9,1.8,17.8,14.6,0.1,1.8,1.9,0.064,-2.2,3.1,0.8,1.0,0,0.0,OOR,1988
Adrian Branch,SF,24,20,308,56,134,0.418,1,5,0.2,55,129,0.426,0.422,20,23,0.87,20,28,48,16,16,11,29,41,133,10.4,0.461,0.037,0.172,7.3,10.9,9.0,8.3,2.5,2.2,16.8,23.7,-0.5,0.3,-0.1,-0.021,-3.8,-0.4,-4.3,-0.2,0,0.0,OOR,1988
Randy Breuer,C,27,81,2258,390,788,0.495,0,0,0.0,390,788,0.495,0.495,188,286,0.657,191,360,551,103,46,107,107,198,968,15.3,0.53,0.0,0.363,9.5,18.0,13.7,6.7,1.0,2.8,10.5,19.0,2.4,2.8,5.1,0.109,-0.1,0.0,-0.1,1.1,0,0.0,OOR,1988
Frank Brickowski,C,28,70,2227,425,805,0.528,1,5,0.2,424,800,0.53,0.529,268,349,0.768,167,316,483,266,74,36,207,275,1119,16.0,0.584,0.006,0.434,8.0,15.5,11.7,16.0,1.5,0.9,17.8,20.7,3.0,1.1,4.1,0.088,0.3,-0.9,-0.6,0.8,0,0.0,OOR,1988
Michael Brooks,SF,29,16,133,20,49,0.408,0,0,0.0,20,49,0.408,0.408,3,4,0.75,19,25,44,13,4,1,12,21,43,9.6,0.424,0.0,0.082,14.5,20.5,17.4,12.2,1.4,0.4,19.1,18.4,-0.1,0.2,0.0,0.016,-4.2,-1.6,-5.7,-0.1,0,0.0,OOR,1988
Mike Brown,C,24,46,591,78,174,0.448,0,1,0.0,78,173,0.451,0.448,41,71,0.577,66,93,159,28,11,4,38,85,197,10.0,0.48,0.006,0.408,12.9,17.9,15.4,6.5,0.9,0.4,15.6,17.7,0.0,0.7,0.7,0.058,-3.9,-1.6,-5.5,-0.5,0,0.0,OOR,1988
Steve Burtt,SG,25,19,312,62,138,0.449,0,4,0.0,62,134,0.463,0.449,47,69,0.681,6,21,27,38,10,5,40,56,171,10.2,0.508,0.029,0.5,2.0,7.4,4.6,20.1,1.5,0.9,19.2,27.2,-0.4,0.2,-0.1,-0.019,-4.5,-0.8,-5.3,-0.3,0,0.0,OOR,1988
Michael Cage,PF,26,72,2660,360,766,0.47,0,1,0.0,360,765,0.471,0.47,326,474,0.688,371,567,938,110,91,58,160,194,1046,16.4,0.537,0.001,0.619,14.3,23.5,18.8,6.2,1.6,1.2,14.1,17.3,2.9,3.8,6.7,0.121,0.0,-0.6,-0.6,0.9,0,0.0,OOR,1988
Tony Campbell,SF,25,13,242,57,101,0.564,1,3,0.333,56,98,0.571,0.569,28,39,0.718,8,19,27,15,11,2,26,41,143,14.2,0.605,0.03,0.386,3.9,8.5,6.3,9.3,2.2,0.5,18.0,24.9,0.2,0.2,0.4,0.079,-2.9,-0.6,-3.5,-0.1,0,0.0,OOR,1988
Rick Carlisle,SG,28,26,204,29,67,0.433,6,17,0.353,23,50,0.46,0.478,10,11,0.909,6,7,13,32,11,4,22,39,74,9.0,0.515,0.254,0.164,3.3,4.1,3.6,22.2,2.6,1.2,23.4,18.7,-0.1,0.2,0.2,0.036,-2.5,1.0,-1.5,0.0,0,0.0,OOR,1988
Antoine Carr,PF,26,80,1483,281,517,0.544,1,4,0.25,280,513,0.546,0.544,142,182,0.78,94,195,289,103,38,83,116,272,705,15.5,0.59,0.008,0.352,7.0,14.7,10.8,10.2,1.3,3.4,16.3,20.2,2.0,1.8,3.8,0.122,-1.0,1.3,0.3,0.9,0,0.0,OOR,1988
Joe Barry Carroll,C,29,77,2004,402,924,0.435,0,2,0.0,402,922,0.436,0.435,172,225,0.764,131,358,489,113,50,106,164,195,976,13.6,0.477,0.002,0.244,6.9,18.9,12.9,8.3,1.2,3.0,13.8,23.8,-1.1,2.7,1.6,0.039,-2.2,0.1,-2.2,-0.1,0,0.0,OOR,1988
Bill Cartwright,C,30,82,1676,287,528,0.544,0,0,0.0,287,528,0.544,0.544,340,426,0.798,127,257,384,85,43,43,135,234,914,17.8,0.639,0.0,0.807,8.4,18.1,13.1,7.5,1.2,1.6,15.9,20.6,4.3,2.1,6.4,0.183,1.5,0.5,2.0,1.7,0,0.0,OOR,1988
Terry Catledge,PF,24,70,1610,296,585,0.506,0,2,0.0,296,583,0.508,0.506,154,235,0.655,180,217,397,63,33,9,101,172,746,14.7,0.542,0.003,0.402,12.4,15.2,13.8,5.9,1.0,0.3,12.8,20.2,2.0,1.5,3.5,0.103,0.0,-1.6,-1.6,0.1,0,0.0,OOR,1988
Tom Chambers,PF,28,82,2680,611,1364,0.448,33,109,0.303,578,1255,0.461,0.46,419,519,0.807,135,355,490,212,87,53,209,297,1674,16.8,0.526,0.08,0.38,5.5,15.3,10.3,11.9,1.6,1.2,11.6,27.0,3.7,2.7,6.4,0.114,0.8,-0.8,0.0,1.3,0,0.0,OOR,1988
Maurice Cheeks,PG,31,79,2871,428,865,0.495,3,22,0.136,425,843,0.504,0.497,227,275,0.825,59,194,253,635,167,22,160,116,1086,18.0,0.551,0.025,0.318,2.4,7.9,5.1,33.6,2.9,0.5,14.0,16.9,6.1,2.2,8.3,0.138,2.6,0.8,3.4,3.9,0,0.0,OOR,1988
Ben Coleman,PF,26,70,1498,226,453,0.499,0,3,0.0,226,450,0.502,0.499,141,185,0.762,116,234,350,62,43,41,127,230,593,12.0,0.555,0.007,0.408,8.8,18.5,13.5,6.4,1.4,1.6,19.2,18.6,0.4,1.4,1.8,0.058,-2.8,-0.3,-3.1,-0.4,0,0.0,OOR,1988
Norris Coleman,SF,26,29,431,66,191,0.346,1,2,0.5,65,189,0.344,0.348,20,36,0.556,36,45,81,13,11,6,16,51,153,6.6,0.37,0.01,0.188,8.6,11.5,10.0,4.6,1.2,0.8,7.2,21.0,-0.8,0.4,-0.4,-0.046,-5.2,-1.9,-7.1,-0.6,0,0.0,OOR,1988
Steve Colter,PG,25,68,1513,203,441,0.46,3,10,0.3,200,431,0.464,0.464,75,95,0.789,58,115,173,261,62,14,88,132,484,12.8,0.501,0.023,0.215,4.3,8.6,6.4,24.4,2.0,0.5,15.4,15.6,1.2,1.4,2.6,0.081,-0.4,0.7,0.4,0.9,0,0.0,OOR,1988
Dallas Comegys,PF,23,75,1122,156,363,0.43,0,1,0.0,156,362,0.431,0.43,106,150,0.707,54,164,218,65,36,70,116,175,418,9.5,0.487,0.003,0.413,5.4,17.5,11.3,8.6,1.6,3.8,21.3,20.5,-1.6,1.3,-0.3,-0.012,-5.0,0.9,-4.2,-0.6,0,0.0,OOR,1988
Lester Conner,PG,28,52,399,50,108,0.463,0,7,0.0,50,101,0.495,0.463,32,41,0.78,20,18,38,59,38,1,33,31,132,13.6,0.524,0.065,0.38,5.3,4.7,5.0,19.6,4.5,0.1,20.7,16.0,0.1,0.6,0.7,0.09,-1.5,3.1,1.6,0.4,0,0.0,OOR,1988
Jeff Cook,PF,31,33,359,14,59,0.237,0,1,0.0,14,58,0.241,0.237,23,28,0.821,37,69,106,14,9,8,14,64,51,5.7,0.358,0.017,0.475,11.5,21.8,16.6,4.5,1.2,1.3,16.4,9.7,-0.2,0.3,0.1,0.017,-4.6,-0.8,-5.4,-0.3,0,0.0,OOR,1988
Michael Cooper,SG,31,61,1793,189,482,0.392,57,178,0.32,132,304,0.434,0.451,97,113,0.858,50,178,228,289,66,26,101,136,532,11.6,0.5,0.369,0.234,3.3,10.7,7.2,20.2,1.8,0.8,16.0,14.7,1.3,1.8,3.1,0.082,-0.1,0.9,0.8,1.3,0,0.0,OOR,1988
Wayne Cooper,C,31,45,865,118,270,0.437,0,1,0.0,118,269,0.439,0.437,50,67,0.746,98,172,270,30,12,94,59,145,286,11.7,0.477,0.004,0.248,11.5,21.7,16.4,4.2,0.6,6.2,16.5,16.1,-0.2,1.4,1.2,0.068,-3.9,0.7,-3.2,-0.3,0,0.0,OOR,1988
Tyrone Corbin,SF,25,84,1739,257,525,0.49,1,6,0.167,256,519,0.493,0.49,110,138,0.797,127,223,350,115,72,18,104,181,625,12.4,0.534,0.011,0.263,8.6,14.6,11.7,9.2,2.0,0.6,15.1,16.6,1.1,1.9,3.0,0.082,-1.3,0.0,-1.3,0.3,0,0.0,OOR,1988
Dave Corzine,C,31,80,2328,344,715,0.481,1,9,0.111,343,706,0.486,0.482,115,153,0.752,170,357,527,154,36,95,109,149,804,13.6,0.514,0.013,0.214,8.4,17.5,13.0,9.2,0.8,2.5,12.2,16.4,1.9,3.0,4.9,0.101,-0.4,0.1,-0.3,1.0,0,0.0,OOR,1988
Winston Crite,SF,22,29,258,34,68,0.5,0,0,0.0,34,68,0.5,0.5,19,25,0.76,27,37,64,15,5,8,25,42,87,9.8,0.551,0.0,0.368,11.7,16.2,14.0,7.6,0.9,1.8,24.0,16.4,0.0,0.2,0.1,0.025,-3.8,-1.2,-5.0,-0.2,0,0.0,OOR,1988
Pat Cummings,PF,31,62,946,140,307,0.456,0,1,0.0,140,306,0.458,0.456,59,80,0.738,82,153,235,37,20,10,65,143,339,9.6,0.495,0.003,0.261,9.6,19.1,14.2,5.6,1.0,0.7,16.0,17.5,0.0,1.1,1.1,0.055,-3.2,-0.5,-3.7,-0.4,0,0.0,OOR,1988
Terry Cummings,PF,26,76,2629,675,1392,0.485,1,3,0.333,674,1389,0.485,0.485,270,406,0.665,184,369,553,181,78,46,170,274,1621,17.4,0.516,0.002,0.292,7.9,15.8,11.8,11.6,1.5,1.0,9.8,27.9,2.2,2.9,5.2,0.094,0.7,-0.7,-0.1,1.3,0,0.0,OOR,1988
Earl Cureton,PF,30,69,1128,133,310,0.429,0,3,0.0,133,307,0.433,0.429,33,63,0.524,97,174,271,63,32,36,58,135,299,9.2,0.443,0.01,0.203,8.8,17.0,12.8,8.1,1.4,1.8,14.7,14.3,-0.6,1.3,0.7,0.029,-4.1,0.2,-4.0,-0.6,0,0.0,OOR,1988
Dell Curry,SG,23,79,1499,340,742,0.458,28,81,0.346,312,661,0.472,0.477,79,101,0.782,43,123,166,149,94,22,108,128,787,15.1,0.5,0.109,0.136,3.5,9.4,6.5,16.3,3.1,0.9,12.1,25.5,0.0,2.0,2.0,0.064,-0.8,0.7,-0.2,0.7,0,0.0,OOR,1988
Quintin Dailey,SG,27,67,1282,328,755,0.434,2,12,0.167,326,743,0.439,0.436,243,313,0.776,62,92,154,109,69,4,123,128,901,16.8,0.505,0.016,0.415,5.0,7.9,6.4,15.5,2.6,0.2,12.1,32.2,0.1,1.2,1.3,0.05,0.1,-0.2,-0.1,0.6,0,0.0,OOR,1988
Adrian Dantley,SF,32,69,2144,444,863,0.514,0,2,0.0,444,861,0.516,0.514,492,572,0.86,84,143,227,171,39,10,135,144,1380,19.9,0.619,0.002,0.663,4.5,7.3,5.9,11.9,0.9,0.3,10.8,24.2,7.5,1.9,9.4,0.21,3.7,-0.2,3.5,2.9,0,0.001,Candidate,1988
Brad Daugherty,C,22,79,2957,551,1081,0.51,0,2,0.0,551,1079,0.511,0.51,378,528,0.716,151,514,665,333,48,56,267,235,1480,16.2,0.563,0.002,0.488,6.2,19.9,13.2,17.3,0.8,1.1,16.9,22.8,3.0,3.6,6.6,0.107,0.7,-0.1,0.5,1.9,0,0.0,OOR,1988
Brad Davis,PG,32,75,1480,208,415,0.501,30,74,0.405,178,341,0.522,0.537,91,108,0.843,18,84,102,303,51,18,91,149,537,14.5,0.581,0.178,0.26,1.3,6.1,3.7,28.3,1.7,0.7,16.4,15.5,2.9,1.1,4.0,0.13,0.6,0.3,0.8,1.1,0,0.0,OOR,1988
Charles Davis,SF,29,21,226,48,115,0.417,1,17,0.059,47,98,0.48,0.422,7,10,0.7,16,25,41,20,2,4,18,29,104,8.7,0.436,0.148,0.087,7.6,12.1,9.8,12.5,0.4,1.0,13.1,24.3,-0.3,0.0,-0.3,-0.055,-3.1,-2.8,-5.9,-0.2,0,0.0,OOR,1988
